Station,Stn Type,Crime Group - Full,Number of Crimes
MARBLE ARCH,TfL Stn,Burglary & Theft Railway,1
MARBLE ARCH,TfL Stn,Public Order (Serious),3
MARBLE ARCH,TfL Stn,Public Order (Serious),2
MARBLE ARCH,TfL Stn,Public Order (Serious),1
MARBLE ARCH,TfL Stn,Public Order (Less Serious),2
MARBLE ARCH,TfL Stn,Public Order (Less Serious),1
MARBLE ARCH,TfL Stn,Public Order (Less Serious),1
MARBLE ARCH,TfL Stn,Fraud (Less Serious),2
MARBLE ARCH,TfL Stn,Fraud (Less Serious),7
MARBLE ARCH,TfL Stn,Drugs,2
MARBLE ARCH,TfL Stn,Drugs,1
MARBLE ARCH,TfL Stn,Other (Less Serious),1
MARBLE ARCH,TfL Stn,Other (Less Serious),1
MARBLE ARCH,TfL Stn,Other (Less Serious),1
MARYLAND,Mainline Stn,Line of Route (Less Serious),2
MARYLAND,Mainline Stn,Public Order (Less Serious),1
MARYLAND,Mainline Stn,Theft of Passenger Property,1
MARYLAND,Mainline Stn,Robbery,1
MARYLAND,Mainline Stn,Public Order (Serious),1
MARYLAND,Mainline Stn,Public Order (Less Serious),1
MARYLAND,Mainline Stn,Public Order (Less Serious),1
MARYLAND,Mainline Stn,Public Order (Less Serious),1
MARYLAND,Mainline Stn,Fraud (Less Serious),1
MARYLAND,Mainline Stn,Other (Less Serious),1
MARYLAND,Mainline Stn,Violence,1
MARYLAND,Mainline Stn,Violence,1
MARYLAND,Mainline Stn,Violence,1
MARYLAND,Mainline Stn,Theft of Passenger Property,1
MARYLAND,Mainline Stn,Theft of Passenger Property,1
MARYLAND,Mainline Stn,Pedal Cycle,3
MARYLAND,Mainline Stn,Robbery,1
MARYLAND,Mainline Stn,Burglary & Theft Railway,1
MARYLAND,Mainline Stn,Public Order (Less Serious),1
MARYLAND,Mainline Stn,Fraud (Less Serious),1
MARYLEBONE,Mainline Stn,Line of Route (Less Serious),3
MARYLEBONE,Mainline Stn,Line of Route (Less Serious),6
MARYLEBONE,Mainline Stn,Theft of Passenger Property,1
MARYLEBONE,TfL Stn,Violence,1
MARYLEBONE,TfL Stn,Theft of Passenger Property,1
MARYLEBONE,Mainline Stn,Violence,2
MARYLEBONE,Mainline Stn,Violence,1
MARYLEBONE,Mainline Stn,Graffiti,1
MARYLEBONE,Mainline Stn,Graffiti,1
MARYLEBONE,Mainline Stn,Theft of Passenger Property,7
MARYLEBONE,Mainline Stn,Theft of Passenger Property,1
MARYLEBONE,Mainline Stn,Theft of Passenger Property,13
MARYLEBONE,Mainline Stn,Public Order (Serious),1
MARYLEBONE,Mainline Stn,Public Order (Serious),1
MARYLEBONE,Mainline Stn,Public Order (Less Serious),5
MARYLEBONE,Mainline Stn,Public Order (Less Serious),1
MARYLEBONE,Mainline Stn,Fraud (Less Serious),1
MARYLEBONE,Mainline Stn,Fraud (Less Serious),5
MARYLEBONE,TfL Stn,Theft of Passenger Property,17
MARYLEBONE,TfL Stn,Theft of Passenger Property,2
MARYLEBONE,TfL Stn,Fraud (Less Serious),1
MARYLEBONE,Mainline Stn,Violence,1
MARYLEBONE,Mainline Stn,Violence,4
MARYLEBONE,Mainline Stn,Violence,7
MARYLEBONE,Mainline Stn,Violence,1
MARYLEBONE,Mainline Stn,Violence,1
MARYLEBONE,Mainline Stn,Violence,4
MARYLEBONE,Mainline Stn,Graffiti,1
MARYLEBONE,Mainline Stn,Theft of Passenger Property,6
MARYLEBONE,Mainline Stn,Theft of Passenger Property,18
MARYLEBONE,Mainline Stn,Pedal Cycle,12
MARYLEBONE,Mainline Stn,Burglary & Theft Railway,2
MARYLEBONE,Mainline Stn,Burglary & Theft Railway,13
MARYLEBONE,Mainline Stn,Burglary & Theft Railway,2
MARYLEBONE,Mainline Stn,Public Order (Serious),2
MARYLEBONE,Mainline Stn,Public Order (Serious),1
MARYLEBONE,Mainline Stn,Public Order (Serious),8
MARYLEBONE,Mainline Stn,Public Order (Less Serious),1
MARYLEBONE,Mainline Stn,Public Order (Less Serious),4
MARYLEBONE,Mainline Stn,Public Order (Less Serious),5
MARYLEBONE,Mainline Stn,Public Order (Less Serious),4
MARYLEBONE,Mainline Stn,Public Order (Less Serious),1
MARYLEBONE,Mainline Stn,Fraud (Serious),1
MARYLEBONE,Mainline Stn,Fraud (Less Serious),2
MARYLEBONE,Mainline Stn,Fraud (Less Serious),16
MARYLEBONE,Mainline Stn,Drugs,2
MARYLEBONE,Mainline Stn,Other (Serious),1
MARYLEBONE,Mainline Stn,Other (Serious),1
MARYLEBONE,TfL Stn,Violence,1
MARYLEBONE,TfL Stn,Theft of Passenger Property,4
MARYLEBONE,TfL Stn,Burglary & Theft Railway,1
MAZE HILL,Mainline Stn,Line of Route (Less Serious),3
MAZE HILL,Mainline Stn,Violence,1
MAZE HILL,Mainline Stn,Weapons,1
MAZE HILL,Mainline Stn,Theft of Passenger Property,2
MAZE HILL,Mainline Stn,Theft of Passenger Property,1
MAZE HILL,Mainline Stn,Public Order (Serious),1
MAZE HILL,Mainline Stn,Violence,1
MAZE HILL,Mainline Stn,Violence,1
MAZE HILL,Mainline Stn,Criminal Damage,1
MAZE HILL,Mainline Stn,Pedal Cycle,1
MAZE HILL,Mainline Stn,Robbery,3
MAZE HILL,Mainline Stn,Burglary & Theft Railway,1
MAZE HILL,Mainline Stn,Drugs,1
MAZE HILL,Mainline Stn,Other (Serious),1
MERTON PARK,Croydon Tramlink,Drugs,1
MERTON PARK,Croydon Tramlink,Other (Less Serious),1
MERTON PARK,Croydon Tramlink,Other (Less Serious),4
MERTON PARK,Croydon Tramlink,Violence,1
MERTON PARK,Croydon Tramlink,Sex,1
MERTON PARK,Croydon Tramlink,Public Order (Less Serious),1
MERTON PARK,Croydon Tramlink,Violence,1
MERTON PARK,Croydon Tramlink,Violence,1
MERTON PARK,Croydon Tramlink,Public Order (Less Serious),1
MERTON PARK,Croydon Tramlink,Other (Less Serious),1
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Line of Route (Serious),1
MILE END,TfL Stn,Line of Route (Less Serious),3
MILE END,TfL Stn,Theft of Passenger Property,1
MILE END,TfL Stn,Violence,2
MILE END,TfL Stn,Violence,5
MILE END,TfL Stn,Violence,2
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Violence,3
MILE END,TfL Stn,Sex,2
MILE END,TfL Stn,Sex,2
MILE END,TfL Stn,Sex,5
MILE END,TfL Stn,Sex,1
MILE END,TfL Stn,Theft of Passenger Property,30
MILE END,TfL Stn,Theft of Passenger Property,2
MILE END,TfL Stn,Theft of Passenger Property,15
MILE END,TfL Stn,Public Order (Serious),2
MILE END,TfL Stn,Public Order (Serious),4
MILE END,TfL Stn,Public Order (Serious),1
MILE END,TfL Stn,Public Order (Less Serious),3
MILE END,TfL Stn,Fraud (Less Serious),1
MILE END,TfL Stn,Fraud (Less Serious),2
MILE END,TfL Stn,Other (Less Serious),1
MILE END,TfL Stn,Violence,2
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Violence,8
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Violence,1
MILE END,TfL Stn,Weapons,1
MILE END,TfL Stn,Sex,1
MILE END,TfL Stn,Criminal Damage,1
MILE END,TfL Stn,Theft of Passenger Property,1
MILE END,TfL Stn,Theft of Passenger Property,5
MILE END,TfL Stn,Public Order (Serious),1
MILE END,TfL Stn,Public Order (Serious),1
MILE END,TfL Stn,Public Order (Serious),4
MILE END,TfL Stn,Public Order (Serious),3
MILE END,TfL Stn,Public Order (Less Serious),2
MILE END,TfL Stn,Public Order (Less Serious),4
MILE END,TfL Stn,Fraud (Less Serious),7
MILE END,TfL Stn,Fraud (Less Serious),12
MILE END,TfL Stn,Drugs,3
MILE END,TfL Stn,Drugs,1
MILE END,TfL Stn,Other (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Line of Route (Less Serious),4
MILL HILL BROADWAY,Mainline Stn,Theft of Passenger Property,1
MILL HILL BROADWAY,Mainline Stn,Other (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Violence,1
MILL HILL BROADWAY,Mainline Stn,Theft of Passenger Property,4
MILL HILL BROADWAY,Mainline Stn,Theft of Passenger Property,1
MILL HILL BROADWAY,Mainline Stn,Public Order (Serious),1
MILL HILL BROADWAY,Mainline Stn,Public Order (Serious),1
MILL HILL BROADWAY,Mainline Stn,Public Order (Less Serious),6
MILL HILL BROADWAY,Mainline Stn,Fraud (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Fraud (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Theft of Passenger Property,1
MILL HILL BROADWAY,Mainline Stn,Theft of Passenger Property,1
MILL HILL BROADWAY,Mainline Stn,Motor Vehicle,1
MILL HILL BROADWAY,Mainline Stn,Pedal Cycle,2
MILL HILL BROADWAY,Mainline Stn,Public Order (Serious),1
MILL HILL BROADWAY,Mainline Stn,Public Order (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Fraud (Less Serious),1
MILL HILL BROADWAY,Mainline Stn,Fraud (Less Serious),2
MILL HILL BROADWAY,Mainline Stn,Drugs,1
MILL HILL BROADWAY,Mainline Stn,Other (Less Serious),1
MILL HILL EAST,TfL Stn,Graffiti,1
MILL HILL EAST,TfL Stn,Theft of Passenger Property,1
MILL HILL EAST,TfL Stn,Theft of Passenger Property,1
MILL HILL EAST,TfL Stn,Pedal Cycle,1
MILL HILL EAST,TfL Stn,Other (Less Serious),1
MITCHAM,Croydon Tramlink,Public Order (Less Serious),1
MITCHAM,Croydon Tramlink,Other (Serious),1
MITCHAM,Croydon Tramlink,Other (Less Serious),1
MITCHAM,Croydon Tramlink,Violence,1
MITCHAM,Croydon Tramlink,Violence,1
MITCHAM,Croydon Tramlink,Violence,1
MITCHAM,Croydon Tramlink,Violence,1
MITCHAM,Croydon Tramlink,Violence,1
MITCHAM,Croydon Tramlink,Pedal Cycle,1
MITCHAM,Croydon Tramlink,Fraud (Less Serious),3
MITCHAM,Croydon Tramlink,Drugs,1
MITCHAM EASTFIELDS,Mainline Stn,Public Order (Less Serious),3
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),17
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),1
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),2
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),108
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),4
MITCHAM EASTFIELDS,Mainline Stn,Other (Less Serious),1
MITCHAM EASTFIELDS,Mainline Stn,Violence,1
MITCHAM EASTFIELDS,Mainline Stn,Sex,1
MITCHAM EASTFIELDS,Mainline Stn,Theft of Passenger Property,3
MITCHAM EASTFIELDS,Mainline Stn,Public Order (Serious),1
MITCHAM EASTFIELDS,Mainline Stn,Public Order (Less Serious),6
MITCHAM EASTFIELDS,Mainline Stn,Fraud (Less Serious),1
MITCHAM EASTFIELDS,Mainline Stn,Theft of Passenger Property,2
MITCHAM EASTFIELDS,Mainline Stn,Pedal Cycle,3
MITCHAM EASTFIELDS,Mainline Stn,Theft Cable & Plant,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Criminal Damage,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Line of Route (Serious),2
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Line of Route (Less Serious),1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Line of Route (Less Serious),2
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Robbery,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Theft of Passenger Property,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Public Order (Less Serious),3
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Fraud (Less Serious),1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Violence,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Motor Vehicle,2
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Pedal Cycle,1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Pedal Cycle,3
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Fraud (Less Serious),1
MITCHAM JUNCTION (RAILWAY),Mainline Stn,Drugs,1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Violence,1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Violence,1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Robbery,1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Violence,1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),2
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Public Order (Less Serious),1
MITCHAM JUNCTION TRAMSTOP,Croydon Tramlink,Fraud (Less Serious),2
MOORGATE,Mainline Stn,Line of Route (Less Serious),1
MOORGATE,TfL Stn,Line of Route (Less Serious),1
MOORGATE,Mainline Stn,Theft of Passenger Property,1
MOORGATE,Mainline Stn,Public Order (Less Serious),3
MOORGATE,TfL Stn,Violence,1
MOORGATE,TfL Stn,Violence,1
MOORGATE,TfL Stn,Sex,2
MOORGATE,TfL Stn,Theft of Passenger Property,14
MOORGATE,TfL Stn,Public Order (Serious),1
MOORGATE,TfL Stn,Public Order (Less Serious),2
MOORGATE,Mainline Stn,Theft of Passenger Property,2
MOORGATE,Mainline Stn,Fraud (Less Serious),1
MOORGATE,TfL Stn,Violence,1
MOORGATE,TfL Stn,Violence,4
MOORGATE,TfL Stn,Violence,1
MOORGATE,TfL Stn,Sex,3
MOORGATE,TfL Stn,Sex,1
MOORGATE,TfL Stn,Graffiti,1
MOORGATE,TfL Stn,Theft of Passenger Property,3
MOORGATE,TfL Stn,Theft of Passenger Property,3
MOORGATE,TfL Stn,Public Order (Serious),1
MOORGATE,TfL Stn,Public Order (Serious),1
MOORGATE,TfL Stn,Public Order (Less Serious),2
MOORGATE,TfL Stn,Public Order (Less Serious),1
MOORGATE,TfL Stn,Public Order (Less Serious),1
MOORGATE,TfL Stn,Fraud (Less Serious),1
MOORGATE,TfL Stn,Fraud (Less Serious),1
MOORGATE,TfL Stn,Other (Less Serious),1
MOOR PARK,TfL Stn,Sex,1
MOOR PARK,TfL Stn,Sex,1
MOOR PARK,TfL Stn,Theft of Passenger Property,1
MOOR PARK,TfL Stn,Pedal Cycle,1
MOOR PARK,TfL Stn,Pedal Cycle,6
MOOR PARK,TfL Stn,Public Order (Less Serious),1
MOOR PARK,TfL Stn,Other (Less Serious),2
MORDEN,TfL Stn,Criminal Damage,1
MORDEN,TfL Stn,Graffiti,1
MORDEN,TfL Stn,Graffiti,1
MORDEN,TfL Stn,Public Order (Less Serious),1
MORDEN,TfL Stn,Other (Less Serious),1
MORDEN,TfL Stn,Violence,1
MORDEN,TfL Stn,Violence,1
MORDEN,TfL Stn,Graffiti,1
MORDEN,TfL Stn,Theft of Passenger Property,18
MORDEN,TfL Stn,Theft of Passenger Property,3
MORDEN,TfL Stn,Public Order (Serious),1
MORDEN,TfL Stn,Violence,1
MORDEN,TfL Stn,Violence,3
MORDEN,TfL Stn,Violence,1
MORDEN,TfL Stn,Graffiti,1
MORDEN,TfL Stn,Theft of Passenger Property,2
MORDEN,TfL Stn,Robbery,1
MORDEN,TfL Stn,Public Order (Serious),1
MORDEN,TfL Stn,Public Order (Less Serious),3
MORDEN,TfL Stn,Fraud (Less Serious),1
MORDEN,TfL Stn,Fraud (Less Serious),3
MORDEN DEPOT,TfL Stn,Graffiti,1
MORDEN DEPOT,TfL Stn,Graffiti,1
MORDEN ROAD,Croydon Tramlink,Line of Route (Serious),1
MORDEN ROAD,Croydon Tramlink,Public Order (Less Serious),1
MORDEN SOUTH,Mainline Stn,Theft of Passenger Property,1
MORDEN SOUTH,Mainline Stn,Public Order (Less Serious),1
MORNINGTON CRESCENT,TfL Stn,Violence,1
MORNINGTON CRESCENT,TfL Stn,Theft of Passenger Property,1
MORNINGTON CRESCENT,TfL Stn,Violence,3
MORNINGTON CRESCENT,TfL Stn,Violence,1
MORNINGTON CRESCENT,TfL Stn,Violence,1
MORNINGTON CRESCENT,TfL Stn,Criminal Damage,1
MORNINGTON CRESCENT,TfL Stn,Line of Route (Serious),1
MORNINGTON CRESCENT,TfL Stn,Public Order (Serious),1
MORNINGTON CRESCENT,TfL Stn,Other (Less Serious),1
MORTLAKE,Mainline Stn,Graffiti,2
MORTLAKE,Mainline Stn,Line of Route (Less Serious),4
MORTLAKE,Mainline Stn,Public Order (Less Serious),1
MORTLAKE,Mainline Stn,Public Order (Less Serious),1
MORTLAKE,Mainline Stn,Other (Less Serious),2
MORTLAKE,Mainline Stn,Other (Less Serious),1
MORTLAKE,Mainline Stn,Other (Less Serious),63
MORTLAKE,Mainline Stn,Other (Less Serious),1
MORTLAKE,Mainline Stn,Other (Less Serious),1
MORTLAKE,Mainline Stn,Violence,2
MORTLAKE,Mainline Stn,Theft of Passenger Property,1
MORTLAKE,Mainline Stn,Public Order (Serious),1
MORTLAKE,Mainline Stn,Public Order (Less Serious),1
MORTLAKE,Mainline Stn,Fraud (Less Serious),1
MORTLAKE,Mainline Stn,Violence,1
MORTLAKE,Mainline Stn,Violence,2
MORTLAKE,Mainline Stn,Violence,1
MORTLAKE,Mainline Stn,Graffiti,1
MORTLAKE,Mainline Stn,Pedal Cycle,2
MORTLAKE,Mainline Stn,Pedal Cycle,7
MORTLAKE,Mainline Stn,Public Order (Serious),1
MORTLAKE,Mainline Stn,Public Order (Less Serious),2
MORTLAKE,Mainline Stn,Public Order (Less Serious),1
MORTLAKE,Mainline Stn,Fraud (Less Serious),1
MORTLAKE,Mainline Stn,Drugs,1
MOTSPUR PARK,Mainline Stn,Line of Route (Less Serious),3
MOTSPUR PARK,Mainline Stn,Public Order (Less Serious),1
MOTSPUR PARK,Mainline Stn,Other (Serious),1
MOTSPUR PARK,Mainline Stn,Other (Less Serious),1
MOTSPUR PARK,Mainline Stn,Other (Less Serious),10
MOTSPUR PARK,Mainline Stn,Other (Less Serious),1
MOTSPUR PARK,Mainline Stn,Violence,2
MOTSPUR PARK,Mainline Stn,Theft of Passenger Property,1
MOTSPUR PARK,Mainline Stn,Public Order (Serious),1
MOTSPUR PARK,Mainline Stn,Public Order (Less Serious),2
MOTSPUR PARK,Mainline Stn,Violence,2
MOTSPUR PARK,Mainline Stn,Graffiti,1
MOTSPUR PARK,Mainline Stn,Line of Route (Less Serious),1
MOTSPUR PARK,Mainline Stn,Pedal Cycle,1
MOTSPUR PARK,Mainline Stn,Public Order (Serious),1
MOTSPUR PARK,Mainline Stn,Public Order (Less Serious),2
MOTSPUR PARK,Mainline Stn,Fraud (Less Serious),1
MOTSPUR PARK,Mainline Stn,Drugs,3
MOTTINGHAM,Mainline Stn,Line of Route (Less Serious),1
MOTTINGHAM,Mainline Stn,Theft Cable & Plant,1
MOTTINGHAM,Mainline Stn,Fraud (Serious),1
MOTTINGHAM,Mainline Stn,Violence,1
MOTTINGHAM,Mainline Stn,Theft of Passenger Property,2
MOTTINGHAM,Mainline Stn,Public Order (Less Serious),1
MOTTINGHAM,Mainline Stn,Violence,2
MOTTINGHAM,Mainline Stn,Criminal Damage,1
MOTTINGHAM,Mainline Stn,Theft of Passenger Property,1
MOTTINGHAM,Mainline Stn,Motor Vehicle,1
MOTTINGHAM,Mainline Stn,Motor Vehicle,4
MOTTINGHAM,Mainline Stn,Pedal Cycle,1
MOTTINGHAM,Mainline Stn,Burglary & Theft Railway,1
MOTTINGHAM,Mainline Stn,Public Order (Serious),1
MOTTINGHAM,Mainline Stn,Public Order (Less Serious),1
MOTTINGHAM,Mainline Stn,Other (Less Serious),1
MUDCHUTE,DLR Stn,Line of Route (Less Serious),1
MUDCHUTE,DLR Stn,Theft of Passenger Property,2
MUDCHUTE,DLR Stn,Public Order (Serious),1
MUDCHUTE,DLR Stn,Burglary & Theft Railway,1
NEASDEN,TfL Stn,Line of Route (Less Serious),1
NEASDEN,TfL Stn,Public Order (Less Serious),1
NEASDEN,TfL Stn,Graffiti,2
NEASDEN,TfL Stn,Theft of Passenger Property,1
NEASDEN,TfL Stn,Theft of Passenger Property,1
NEASDEN,TfL Stn,Public Order (Less Serious),1
NEASDEN,TfL Stn,Theft of Passenger Property,1
NEASDEN,TfL Stn,Burglary & Theft Railway,1
NEASDEN,TfL Stn,Burglary & Theft Railway,1
NEASDEN,TfL Stn,Public Order (Serious),1
NEASDEN,TfL Stn,Public Order (Serious),4
NEASDEN,TfL Stn,Public Order (Less Serious),1
NEASDEN,TfL Stn,Fraud (Less Serious),7
NEASDEN,TfL Stn,Fraud (Less Serious),5
NEASDEN,TfL Stn,Drugs,5
NEASDEN,TfL Stn,Other (Less Serious),1
NEASDEN DEPOT,TfL Stn,Graffiti,1
NEASDEN DEPOT,TfL Stn,Graffiti,1
NEASDEN DEPOT,TfL Stn,Line of Route (Less Serious),1
NEASDEN DEPOT,TfL Stn,Theft Cable & Plant,1
NEASDEN DEPOT,TfL Stn,Fraud (Serious),1
NEASDEN DEPOT,TfL Stn,Criminal Damage,1
NEASDEN DEPOT,TfL Stn,Graffiti,2
NEASDEN DEPOT,TfL Stn,Graffiti,3
NEASDEN DEPOT,TfL Stn,Graffiti,5
NEW ADDINGTON,Croydon Tramlink,Violence,1
NEW ADDINGTON,Croydon Tramlink,Sex,1
NEW ADDINGTON,Croydon Tramlink,Criminal Damage,1
NEW ADDINGTON,Croydon Tramlink,Line of Route (Serious),1
NEW ADDINGTON,Croydon Tramlink,Theft of Passenger Property,1
NEW ADDINGTON,Croydon Tramlink,Theft of Passenger Property,1
NEW ADDINGTON,Croydon Tramlink,Public Order (Less Serious),1
NEW ADDINGTON,Croydon Tramlink,Violence,1
NEW ADDINGTON,Croydon Tramlink,Violence,1
NEW ADDINGTON,Croydon Tramlink,Public Order (Serious),1
NEW BARNET,Mainline Stn,Theft of Passenger Property,1
NEW BARNET,Mainline Stn,Theft of Passenger Property,1
NEW BARNET,Mainline Stn,Public Order (Serious),1
NEW BARNET,Mainline Stn,Fraud (Less Serious),1
NEW BARNET,Mainline Stn,Other (Less Serious),1
NEW BARNET,Mainline Stn,Violence,1
NEW BARNET,Mainline Stn,Motor Vehicle,1
NEW BARNET,Mainline Stn,Fraud (Less Serious),1
NEW BARNET,Mainline Stn,Other (Serious),1
NEW BECKENHAM,Mainline Stn,Theft of Passenger Property,1
NEW BECKENHAM,Mainline Stn,Theft of Passenger Property,1
NEW BECKENHAM,Mainline Stn,Public Order (Less Serious),1
NEW BECKENHAM,Mainline Stn,Criminal Damage,1
NEW BECKENHAM,Mainline Stn,Pedal Cycle,1
NEW BECKENHAM,Mainline Stn,Pedal Cycle,1
NEWBURY PARK,TfL Stn,Criminal Damage,1
NEWBURY PARK,TfL Stn,Line of Route (Less Serious),1
NEWBURY PARK,TfL Stn,Line of Route (Less Serious),1
NEWBURY PARK,TfL Stn,Violence,2
NEWBURY PARK,TfL Stn,Violence,1
NEWBURY PARK,TfL Stn,Theft of Passenger Property,2
NEWBURY PARK,TfL Stn,Theft of Passenger Property,3
NEWBURY PARK,TfL Stn,Sex,1
NEWBURY PARK,TfL Stn,Criminal Damage,1
NEWBURY PARK,TfL Stn,Theft of Passenger Property,1
NEWBURY PARK,TfL Stn,Theft of Passenger Property,1
NEWBURY PARK,TfL Stn,Motor Vehicle,1
NEWBURY PARK,TfL Stn,Motor Vehicle,3
NEWBURY PARK,TfL Stn,Pedal Cycle,2
NEWBURY PARK,TfL Stn,Robbery,1
NEWBURY PARK,TfL Stn,Public Order (Serious),1
NEWBURY PARK,TfL Stn,Public Order (Serious),1
NEWBURY PARK,TfL Stn,Public Order (Less Serious),1
NEWBURY PARK,TfL Stn,Drugs,1
NEWBURY PARK,TfL Stn,Other (Less Serious),1
NEWBURY PARK,TfL Stn,Other (Less Serious),1
NEWBURY PARK,TfL Stn,Other (Less Serious),2
NEW CROSS,Mainline Stn,Graffiti,2
NEW CROSS,Mainline Stn,Line of Route (Serious),1
NEW CROSS,Mainline Stn,Line of Route (Less Serious),1
NEW CROSS,Mainline Stn,Theft Cable & Plant,1
NEW CROSS,Mainline Stn,Violence,1
NEW CROSS,Mainline Stn,Sex,1
NEW CROSS,Mainline Stn,Theft of Passenger Property,6
NEW CROSS,Mainline Stn,Theft of Passenger Property,2
NEW CROSS,Mainline Stn,Public Order (Less Serious),1
NEW CROSS,Mainline Stn,Violence,2
NEW CROSS,Mainline Stn,Criminal Damage,1
NEW CROSS,Mainline Stn,Graffiti,2
NEW CROSS,Mainline Stn,Theft of Passenger Property,2
NEW CROSS,Mainline Stn,Pedal Cycle,1
NEW CROSS,Mainline Stn,Pedal Cycle,2
NEW CROSS,Mainline Stn,Burglary & Theft Railway,1
NEW CROSS,Mainline Stn,Public Order (Serious),1
NEW CROSS,Mainline Stn,Public Order (Less Serious),1
NEW CROSS,Mainline Stn,Fraud (Less Serious),2
NEW CROSS DEPOT,Mainline Stn,Graffiti,1
NEW CROSS GATE,Mainline Stn,Graffiti,2
NEW CROSS GATE,Mainline Stn,Line of Route (Less Serious),6
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Theft of Passenger Property,3
NEW CROSS GATE,Mainline Stn,Public Order (Serious),1
NEW CROSS GATE,Mainline Stn,Public Order (Less Serious),1
NEW CROSS GATE,Mainline Stn,Fraud (Less Serious),2
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Violence,1
NEW CROSS GATE,Mainline Stn,Weapons,1
NEW CROSS GATE,Mainline Stn,Burglary & Theft Railway,1
NEW CROSS GATE,Mainline Stn,Theft Cable & Plant,1
NEW CROSS GATE,Mainline Stn,Public Order (Serious),1
NEW CROSS GATE,Mainline Stn,Public Order (Serious),1
NEW CROSS GATE,Mainline Stn,Public Order (Less Serious),2
NEW CROSS GATE,Mainline Stn,Public Order (Less Serious),1
NEW CROSS GATE,Mainline Stn,Public Order (Less Serious),2
NEW CROSS GATE,Mainline Stn,Fraud (Less Serious),4
NEW CROSS GATE,Mainline Stn,Drugs,1
NEW CROSS GATE,Mainline Stn,Drugs,1
NEW CROSS GATE,Mainline Stn,Other (Less Serious),1
NEW ELTHAM,Mainline Stn,Line of Route (Serious),1
NEW ELTHAM,Mainline Stn,Line of Route (Less Serious),2
NEW ELTHAM,Mainline Stn,Drugs,1
NEW ELTHAM,Mainline Stn,Violence,1
NEW ELTHAM,Mainline Stn,Theft of Passenger Property,1
NEW ELTHAM,Mainline Stn,Violence,1
NEW ELTHAM,Mainline Stn,Criminal Damage,1
NEW ELTHAM,Mainline Stn,Motor Vehicle,1
NEW ELTHAM,Mainline Stn,Motor Vehicle,1
NEW ELTHAM,Mainline Stn,Pedal Cycle,2
NEW ELTHAM,Mainline Stn,Public Order (Less Serious),1
NEW ELTHAM,Mainline Stn,Fraud (Less Serious),1
NEW ELTHAM,Mainline Stn,Drugs,1
NEW ELTHAM,Mainline Stn,Drugs,1
NEW ELTHAM,Mainline Stn,Other (Less Serious),3
NEW MALDEN,Mainline Stn,Criminal Damage,1
NEW MALDEN,Mainline Stn,Line of Route (Less Serious),4
